fid,LATITUDE,LONGITUDE,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
777279,48.0128,-117.4513,0,-1,678,1,0,0,0,91,78,57,29
777283,48.01966,-117.42303,25,-1,682,1,6,9,25,162,75,57,31
777285,48.0441,-117.4212,25,-1,697,2,4,100,25,186,54,41,22
777287,48.01949,-117.41219,0,83,683,3,0,0,0,122,75,65,30
777292,48.01601,-117.423,0,-1,685,2,0,0,0,91,52,41,24
777293,48.00917,-117.45052,0,-1,672,2,0,0,0,102,0,0,0
777294,48.00523,-117.4283,35,-1,680,1,6,5,35,142,0,0,0
777295,48.00496,-117.40658,35,-1,678,0,6,19,35,188,63,49,28
777296,48.0088,-117.4065,45,-1,680,1,8,12,45,188,94,73,43
777298,48.0193,-117.4173,0,-1,689,1,0,0,0,121,161,122,67
777299,48.01288,-117.46686,0,133,679,4,0,0,0,102,7,8,3
777300,48.0144,-117.3903,35,-1,618,2,1,100,35,161,90,81,32
777301,48.0128,-117.3808,25,43,602,10,6,9,25,162,80,57,27
777302,48.027,-117.4712,0,-1,689,0,0,0,0,121,0,0,0
777304,48.0125,-117.4505,0,-1,678,2,0,0,0,102,67,49,25
777305,48.0063,-117.451,25,-1,673,1,4,19,25,185,45,32,17
777306,48.0414,-117.3798,35,271,626,3,6,24,35,162,91,57,34
777307,48.018,-117.428,0,-1,683,0,0,0,0,91,53,41,23
777311,48.02367,-117.402,0,43,665,7,0,0,0,122,9,8,4
777312,48.03953,-117.3821,55,258,612,9,11,5,55,162,91,57,47
777313,48.02345,-117.4501,0,75,681,3,0,0,0,102,0,0,0
777314,48.01268,-117.4048,35,-1,687,2,6,24,35,162,60,49,25
777315,48.0046,-117.4025,45,-1,679,1,6,20,45,183,114,97,41
777318,48.02124,-117.4487,0,-1,677,2,0,0,0,122,21,16,9
777320,48.02381,-117.5233,0,226,671,3,0,0,0,91,28,24,11
777596,47.90566,-117.40899,0,89,598,4,0,0,0,121,14,16,7
777597,47.9372,-117.4044,0,-1,628,1,0,0,0,102,38,32,15
777598,47.89846,-117.40361,55,222,595,5,11,3,55,188,0,0,0
777599,47.86931,-117.40325,0,-1,649,2,0,0,0,91,74,49,43
777600,47.86569,-117.40315,0,-1,652,2,0,0,0,102,25,16,14
777601,47.9222,-117.4014,0,-1,608,1,0,0,0,91,57,49,23
777602,47.8988,-117.4008,0,-1,596,0,0,0,0,102,0,0,0
777603,47.89079,-117.3982,35,-1,612,1,6,24,35,162,70,73,34
777604,47.9156,-117.3981,45,-1,608,1,8,13,45,188,0,0,0
777605,47.91303,-117.3975,15,272,616,3,5,8,15,122,21,16,9
777606,47.92332,-117.3947,0,-1,610,0,0,0,0,121,10,8,4
777607,47.9211,-117.3946,0,-1,616,2,0,0,0,122,67,57,27
777608,47.9134,-117.3917,0,-1,630,2,0,0,0,122,62,49,26
777609,47.87373,-117.3884,0,86,621,10,0,0,0,102,82,73,32
777610,47.9377,-117.3881,45,-1,626,2,8,12,45,188,12,16,6
777611,47.914897,-117.386286,0,-1,633,1,0,0,0,122,72,57,30
777612,47.884,-117.38198,55,-1,548,1,11,3,55,188,74,49,38
777613,47.88799,-117.3816,0,165,561,4,0,0,0,91,78,57,30
777614,47.8676,-117.3789,45,-1,555,2,12,3,45,188,111,73,39
777615,47.87308,-117.37652,0,88,532,4,0,0,0,91,145,89,54
777616,47.93488,-117.3752,0,-1,595,1,0,0,0,93,42,57,22
777617,47.84364,-117.3925,0,77,587,6,0,0,0,102,161,138,63
777618,47.90327,-117.3814,0,-1,581,0,0,0,0,122,29,24,10
777619,47.91332,-117.4002,0,260,609,5,0,0,0,122,31,24,13
777620,47.87395,-117.3953,0,317,670,5,0,0,0,91,74,65,26
777621,47.86919,-117.3767,55,82,548,5,11,3,55,188,127,89,47
777633,47.84828,-117.7043,35,294,509,4,6,56,35,122,17,16,10
777640,47.85495,-117.69874,0,317,469,5,0,0,0,98,0,0,0
777642,47.8519,-117.6952,35,-1,545,1,6,10,35,162,32,32,15
777643,47.84421,-117.69346,25,334,567,5,6,3,25,162,33,32,14
777644,47.86712,-117.6929,25,-1,535,1,6,9,25,162,87,81,50
777645,47.86578,-117.68824,35,318,550,12,6,6,35,183,0,0,0
777646,47.84139925,-117.6878974,35,62,711,24,9,3,35,162,0,0,0
777647,47.8396,-117.6865,45,98,683,4,8,25,45,188,0,0,0
777648,47.85194,-117.7007,45,320,494,18,8,9,45,188,26,24,15
777900,47.44788,-117.73338,35,-1,690,0,9,3,35,183,0,0,0
777901,47.44788,-117.73338,35,-1,690,0,9,3,35,183,0,0,0
777902,47.4696,-117.72793,35,-1,713,1,6,12,35,183,0,0,0
777903,47.4724,-117.7224,0,-1,708,0,0,0,0,122,0,0,0
777904,47.4432,-117.7224,0,-1,697,2,0,0,0,123,12,16,6
777905,47.44791,-117.71739,25,-1,696,0,6,7,25,183,13,8,6
777906,47.44428,-117.71738,35,-1,701,2,6,15,35,183,18,24,9
777907,47.44428,-117.71738,35,-1,701,2,6,15,35,183,18,24,9
777908,47.48767,-117.71731,45,-1,717,0,8,25,45,188,50,41,20
777909,47.44783,-117.71204,45,-1,701,2,12,3,45,183,0,0,0
777910,47.50553999,-117.712,35,-1,720,1,9,3,35,162,60,49,20
777911,47.50913999,-117.712,0,-1,720,0,0,0,0,142,0,0,0
777912,47.51647,-117.70675,0,84,717,6,0,0,0,122,18,20,12
777913,47.49845999,-117.7067,35,-1,721,1,6,15,35,183,20,16,8
777914,47.45121,-117.70118,35,-1,707,2,6,10,35,162,0,0,0
777915,47.46589,-117.70113,0,-1,708,0,0,0,0,102,0,0,0
777916,47.45857,-117.70113,0,-1,707,1,0,0,0,102,50,41,23
777917,47.50578,-117.69609,0,-1,721,1,0,0,0,181,84,65,30
777918,47.46218,-117.69574,0,-1,708,0,0,0,0,103,0,0,0
777919,47.50581,-117.69062,45,-1,721,1,8,3,45,186,0,0,0
777920,47.44035,-117.69061,0,-1,718,0,0,0,0,98,0,0,0
777921,47.5237695,-117.6883556,35,-1,727,1,9,3,35,162,292,170,134
777922,47.46211999,-117.6853,45,-1,714,0,8,9,45,183,91,73,42
777923,47.46578,-117.68529,0,-1,714,2,0,0,0,141,45,32,14
777924,47.45843,-117.68525,35,-1,712,0,6,8,35,183,75,49,34
777925,47.45843,-117.68525,35,-1,712,0,6,8,35,183,75,49,34
777926,47.52377,-117.68524,0,-1,733,1,0,0,0,121,107,65,43
777927,47.52738,-117.68521,35,-1,734,0,9,3,35,162,219,138,107
777928,47.47301,-117.6852,0,-1,708,0,0,0,0,102,23,16,7
777929,47.51666,-117.6852,35,-1,727,0,6,17,35,162,34,24,12
777930,47.44743,-117.68518,0,-1,714,0,0,0,0,122,0,0,0
777931,47.50849405,-117.684015,35,-1,714,0,1,100,35,121,0,0,0
777932,47.46576,-117.68,0,-1,720,1,0,0,0,93,0,0,0
777933,47.45842,-117.67992,0,-1,711,0,0,0,0,122,13,8,6
777934,47.4876,-117.7039,0,-1,708,0,0,0,0,122,0,0,0
777935,47.4562,-117.7108,35,180,704,4,6,10,35,162,30,24,14
777936,47.4949,-117.69606,25,-1,714,2,4,10,25,183,0,0,0
777937,47.4546,-117.7221,0,-1,695,1,0,0,0,123,0,0,0
777938,47.438191,-117.6909,0,-1,720,1,0,0,0,102,0,0,0
777939,47.51017,-117.6999,35,323,726,3,9,3,35,162,36,41,25
777940,47.50605,-117.6972,35,-1,721,0,6,12,35,185,106,81,37
777941,47.458,-117.696,0,-1,708,1,0,0,0,99,91,73,42
777942,47.4575,-117.6999,35,-1,708,2,6,8,35,183,81,65,37
777943,47.51429,-117.6783,0,-1,714,0,0,0,0,102,0,0,0
777944,47.45185,-117.6952,0,-1,712,0,0,0,0,123,0,0,0
777945,47.50363,-117.6943,0,-1,720,0,0,0,0,121,0,0,0
777946,47.44193,-117.7441,25,-1,693,0,4,23,25,162,0,0,0
777947,47.50661,-117.7053,35,-1,720,0,6,8,35,183,75,58,26
777979,47.26181,-117.60393,0,277,676,8,0,0,0,91,0,0,0
777980,47.26907998,-117.7072,0,-1,667,2,0,0,0,102,0,73,3
777981,47.28793,-117.7169,0,224,649,3,0,0,0,121,0,0,0
777982,47.29,-117.71,0,-1,670,1,0,0,0,102,0,0,0
777983,47.290535,-117.623388,15,263,678,7,3,81,15,142,0,0,0
777984,47.29187,-117.694,0,-1,671,1,0,0,0,102,0,0,0
777985,47.29252,-117.6572,0,109,683,5,0,0,0,93,0,0,0
777986,47.29996298,-117.6146378,0,249,701,10,0,0,0,93,0,0,0
777987,47.30563,-117.66324,0,-1,666,2,0,0,0,122,0,0,0
777988,47.30605,-117.6381,35,-1,666,1,9,3,35,161,0,0,0
777989,47.3128,-117.7122,0,-1,629,1,0,0,0,121,0,0,0
777990,47.31296,-117.66878,0,170,657,7,0,0,0,123,0,0,0
777991,47.32389,-117.63062,0,-1,693,0,0,0,0,121,0,0,0
777992,47.33101,-117.67389,0,354,627,3,0,0,0,98,0,0,0
777993,47.33333333,-117.7,0,103,703,9,0,0,0,93,0,0,0
777994,47.33466,-117.66315,25,298,650,5,6,3,25,162,8,8,4
777995,47.3383,-117.65781,0,214,671,21,0,0,0,102,24,24,11
777996,47.3395,-117.604,0,-1,702,2,0,0,0,102,0,0,0
777997,47.3446,-117.6288,25,-1,693,2,4,23,25,162,0,0,0
777998,47.3457,-117.71754,0,273,661,4,0,0,0,101,31,45,12
777999,47.34943997,-117.6095,35,54,696,3,6,24,35,162,0,0,0
778000,47.34985,-117.643,35,347,700,24,6,9,35,142,0,0,0
778001,47.32737,-117.635,0,-1,681,2,0,0,0,102,19,32,24
778002,47.3459,-117.6382,35,135,679,7,6,10,35,162,213,414,310
778003,47.34678,-117.6373,0,110,679,3,0,0,0,91,234,439,324
778004,47.3390161,-117.668014,0,313,676,5,0,0,0,122,0,0,0
778005,47.3332061,-117.655914,0,-1,670,2,0,0,0,142,8,8,4
778076,47.4621,-117.67462,25,-1,714,0,4,11,25,183,39,24,17
778077,47.44748,-117.66915,35,-1,717,0,6,8,35,183,7,8,3
778078,47.51666667,-117.6666667,25,-1,720,1,6,3,25,162,10,8,3
778079,47.43666,-117.65855,0,-1,720,0,0,0,0,102,0,0,0
778080,47.44026,-117.65313,0,-1,720,0,0,0,0,102,46,32,15
778081,47.44026,-117.64777,0,-1,717,0,0,0,0,142,0,0,0
778082,47.4666,-117.6344,0,-1,723,2,0,0,0,122,83,81,32
778083,47.5,-117.6333333,0,-1,752,1,0,0,0,91,0,0,0
778084,47.45833333,-117.625,0,-1,716,2,0,0,0,142,34,24,11
778085,47.45833333,-117.625,0,-1,716,2,0,0,0,142,34,24,11
778086,47.45833333,-117.625,0,-1,716,2,0,0,0,142,34,24,11
778087,47.45833333,-117.625,0,-1,716,2,0,0,0,142,34,24,11
778088,47.46204,-117.62077,0,-1,717,0,0,0,0,102,0,0,0
778089,47.45,-117.6166667,35,-1,711,0,9,3,35,183,0,0,0
778090,47.46666667,-117.6166667,35,-1,719,1,6,8,35,183,110,97,44
778091,47.5,-117.6166667,0,266,767,10,0,0,0,93,0,0,0
778092,47.4491,-117.6071,25,97,704,3,6,7,25,183,0,0,0
778093,47.4452,-117.6031,0,-1,701,0,0,0,0,98,0,0,0
778094,47.49112,-117.6316,0,90,746,3,0,0,0,93,0,0,0
778095,47.502,-117.661,35,-1,721,0,6,3,35,162,51,41,16
778096,47.47277778,-117.6052778,0,-1,723,1,0,0,0,91,448,162,156
778097,47.4725,-117.6079,0,-1,722,1,0,0,0,141,179,81,37
778098,47.4434,-117.6685,0,-1,723,1,0,0,0,142,50,57,19
778099,47.4514,-117.6767,0,-1,712,1,0,0,0,142,0,0,0
778100,47.435,-117.631,45,-1,716,1,8,9,45,183,0,0,0
778101,47.5191,-117.6764,35,-1,721,1,6,5,35,183,64,32,22
778102,47.5304,-117.6628,35,124,725,4,6,17,35,162,0,0,0
778103,47.471869,-117.601818,35,-1,720,1,6,10,35,162,251,122,139
778104,47.4699,-117.6309,0,194,736,5,0,0,0,93,25,24,9
778105,47.51987,-117.6684,0,77,726,3,0,0,0,91,0,0,0
778106,47.49768,-117.6594,35,-1,727,1,9,3,35,162,125,122,52
778107,47.51638,-117.6727,45,-1,721,0,6,20,45,183,0,0,0
778108,47.51244,-117.6547,15,-1,721,1,5,32,15,183,0,0,0
778109,47.4658,-117.6357,0,-1,721,1,0,0,0,121,58,57,22
778110,47.5164,-117.6737,0,-1,720,0,0,0,0,91,0,0,0
778111,47.46441,-117.6119,0,-1,717,0,0,0,0,142,0,0,0
778112,47.50023611,-117.6396141,0,-1,746,2,0,0,0,91,8,8,3
778113,47.2823,-117.5932,0,305,718,5,0,0,0,93,0,0,0
778114,47.29792,-117.5395,0,84,638,4,0,0,0,102,0,0,0
778115,47.29815,-117.58228,0,246,680,4,0,0,0,122,0,0,0
778116,47.30547,-117.59307,0,-1,683,0,0,0,0,121,0,0,0
778117,47.3095,-117.5678,0,218,698,9,0,0,0,122,0,0,0
778118,47.32,-117.538,35,-1,678,2,6,15,35,161,0,0,0
