fid,LATITUDE,LONGITUDE,CanopyCover,Aspect,Elevation,SlopeD,CanopyBulkDensity,CanopyBaseHeight,CanopyHeight,40FireBehaviorFuel,PopDensity,BuildingDensity,HUDen
747173,47.4943,-117.3061,45,24,724,7,8,3,45,188,0,0,0
747174,47.5273,-117.2787,0,154,718,12,0,0,0,102,21,16,6
747175,47.4856,-117.3484,0,-1,751,2,0,0,0,91,11,16,8
747176,47.509,-117.3461,0,-1,580,0,0,0,0,91,0,0,0
747177,47.4863,-117.3218,25,243,618,26,4,57,25,121,0,0,0
747178,47.51427,-117.281895,0,-1,754,0,0,0,0,91,32,41,12
747179,47.50972,-117.346,0,239,582,13,0,0,0,91,0,0,0
747180,47.52024,-117.3468,45,340,620,8,6,20,45,183,48,32,15
747181,47.49588,-117.348,45,2,692,17,8,5,45,188,0,0,0
747182,47.51915,-117.3279,45,86,646,18,8,25,45,188,0,0,0
747183,47.47259,-117.3466,0,111,736,6,0,0,0,122,17,32,9
747184,47.42624,-117.3236,0,253,796,6,0,0,0,93,0,0,0
747185,47.41091002,-117.252,0,323,747,5,0,0,0,93,0,0,0
747186,47.3954,-117.27212,0,-1,734,1,0,0,0,102,19,8,5
747187,47.47195,-117.3312,0,303,755,3,0,0,0,93,0,0,0
747188,47.3985,-117.2724,35,305,725,9,6,24,35,162,38,16,11
747189,47.52705,-117.26835,25,107,717,7,4,36,25,162,21,24,7
747190,47.49776998,-117.2679,0,170,753,6,0,0,0,93,0,0,0
747191,47.38730614,-117.322914,0,115,761,3,0,0,0,91,0,0,0
747234,47.462,-117.1508,0,278,761,4,0,0,0,93,0,0,0
747235,47.50528,-117.1474,0,-1,783,2,0,0,0,102,0,0,0
747236,47.50566,-117.1456,0,-1,781,0,0,0,0,102,0,0,0
747237,47.4736,-117.143,0,151,778,4,0,0,0,93,0,0,0
747238,47.412685,-117.142306,25,329,863,14,6,9,25,162,0,0,0
747239,47.45471,-117.14008,0,181,740,13,0,0,0,122,79,65,26
747240,47.4744,-117.137,0,-1,757,2,0,0,0,122,0,0,0
747241,47.46198,-117.12947,35,89,744,12,9,3,35,162,0,0,0
747242,47.52306,-117.1146,45,-1,781,0,12,3,45,183,39,32,12
747243,47.48729,-117.11318,0,281,788,5,0,0,0,93,0,0,0
747244,47.44373,-117.11317,0,-1,734,2,0,0,0,91,0,0,0
747245,47.52359999,-117.1075,0,-1,806,0,0,0,0,102,0,0,0
747246,47.4821,-117.1012,0,192,792,4,0,0,0,93,0,0,0
747247,47.46830728,-117.0990494,0,-1,799,2,0,0,0,93,0,0,0
747248,47.47994,-117.0969,0,112,774,7,0,0,0,102,0,0,0
747249,47.43943,-117.0598,35,-1,756,2,6,12,35,161,7,16,4
747250,47.51259998,-117.0595,0,-1,816,2,0,0,0,93,0,0,0
747251,47.50937,-117.1134,35,-1,781,0,9,3,35,162,0,0,0
747252,47.51946,-117.12585,0,-1,794,0,0,0,0,102,0,0,0
747253,47.52902,-117.1422,25,94,894,12,6,5,25,142,8,8,2
747254,47.51065,-117.0672,0,-1,806,0,0,0,0,102,0,0,0
747255,47.50731,-117.1494,0,-1,794,2,0,0,0,122,0,0,0
747256,47.51291616,-117.142614,0,185,835,8,0,0,0,121,17,16,5
747294,47.53491,-117.207,0,8,779,4,0,0,0,91,24,57,8
747295,47.57498,-117.2311,0,134,736,8,0,0,0,122,59,24,17
747296,47.41687,-117.1907,0,270,789,5,0,0,0,93,0,0,0
747297,47.55806,-117.1634,35,244,833,6,6,10,35,162,11,8,4
747298,47.46153,-117.20892,0,345,749,4,0,0,0,93,0,0,0
747299,47.44748997,-117.1771,0,26,778,4,0,0,0,93,0,0,0
747300,47.57418,-117.2245,0,216,718,9,0,0,0,91,0,0,0
747301,47.56747,-117.2462,0,111,711,16,0,0,0,91,37,32,13
747302,47.55221,-117.1797,25,285,805,6,4,36,25,162,33,24,11
747303,47.5479,-117.2091,0,-1,744,0,0,0,0,103,23,16,7
747304,47.5743,-117.2216,55,263,752,9,11,3,55,188,0,0,0
747305,47.5522,-117.213,45,-1,756,1,6,20,45,183,31,24,11
747306,47.5533,-117.1905,0,349,795,3,0,0,0,122,0,0,0
747307,47.5673,-117.1818,0,218,780,3,0,0,0,93,28,32,10
747308,47.5532,-117.2532,0,93,779,9,0,0,0,122,10,8,3
747309,47.5564,-117.2118,0,-1,757,2,0,0,0,122,344,227,119
747310,47.57,-117.1647,0,144,770,7,0,0,0,122,0,0,0
747311,47.5408,-117.1894,75,323,854,9,22,3,75,162,62,41,20
747312,47.5739,-117.2571,0,173,812,21,0,0,0,122,0,0,0
747313,47.5301,-117.211,0,99,787,5,0,0,0,93,0,0,0
747314,47.5732,-117.267,0,105,867,12,0,0,0,122,0,0,0
747315,47.5597,-117.2308,0,267,747,6,0,0,0,122,0,0,0
747316,47.4734,-117.2063,25,-1,666,2,6,3,25,161,0,0,0
747317,47.50143,-117.26794,0,303,764,4,0,0,0,93,0,0,0
747318,47.56353,-117.20361,0,-1,763,1,0,0,0,93,0,0,0
747319,47.57442,-117.2196,65,303,772,12,16,3,65,162,0,0,0
747320,47.49829,-117.20371,0,-1,762,1,0,0,0,93,0,0,0
747321,47.54542,-117.19299,0,219,822,7,0,0,0,93,37,24,12
747322,47.52007,-117.193,0,214,793,3,0,0,0,91,29,73,12
747323,47.53815,-117.22523,0,-1,767,2,0,0,0,102,0,0,0
747324,47.55989,-117.16136,35,51,853,8,6,39,35,188,22,16,7
747325,47.47994,-117.2466,0,277,762,8,0,0,0,93,0,0,0
747326,47.48735,-117.20371,0,107,757,4,0,0,0,102,0,0,0
747327,47.5727737,-117.1705594,45,107,805,13,8,9,45,188,0,0,0
747328,47.57081,-117.22499,0,339,727,8,0,0,0,122,12,8,4
747329,47.5672,-117.22502,0,264,746,7,0,0,0,93,0,0,0
747330,47.55992,-117.20361,0,35,769,4,0,0,0,93,0,0,0
747331,47.5599,-117.19829,0,-1,760,2,0,0,0,93,0,0,0
747332,47.5527,-117.21418,0,105,759,4,0,0,0,91,27,24,11
747333,47.53453,-117.1929,0,160,859,7,0,0,0,93,0,0,0
747334,47.53441998,-117.2629,25,90,742,3,1,46,25,102,115,105,40
747335,47.53088,-117.21449,0,-1,783,2,0,0,0,93,0,0,0
747336,47.53078,-117.25219,65,-1,721,1,16,4,65,161,122,73,38
747337,47.53073999,-117.2629,35,146,740,10,6,24,35,162,66,65,25
747338,47.5272,-117.23071,0,-1,775,2,0,0,0,91,166,170,65
747339,47.52363,-117.16669,15,209,954,19,3,35,15,122,0,0,0
747340,47.51,-117.18,0,346,805,3,0,0,0,93,0,0,0
747341,47.46922,-117.19841,45,53,714,21,8,9,45,188,53,49,14
747342,47.46563998,-117.193,35,58,720,15,6,10,35,162,31,24,10
747343,47.53827,-117.1751,35,101,954,4,6,24,35,162,30,24,11
747344,47.50733616,-117.196114,0,-1,769,0,0,0,0,91,0,0,0
747498,47.6215,-117.1405,35,102,693,15,6,10,35,162,0,0,0
747499,47.59622,-117.13985,25,118,724,12,6,9,25,162,29,24,11
747500,47.5922,-117.1367,75,56,801,15,22,3,75,162,29,24,11
747501,47.53518307,-117.1350185,35,103,819,8,6,10,35,162,10,8,3
747502,47.60712,-117.13444,55,166,647,9,11,3,55,188,105,89,42
747503,47.60712,-117.13444,55,166,647,9,11,3,55,188,105,89,42
747504,47.59988,-117.13443,55,293,688,21,11,3,55,188,29,24,11
747505,47.59628,-117.12909,45,85,717,14,8,12,45,188,77,65,30
747506,47.56006002,-117.1291,75,345,1039,21,22,3,75,162,0,0,0
747507,47.5872,-117.121,75,279,869,20,16,43,75,165,0,0,0
747508,47.6064,-117.121,0,239,710,5,0,0,0,122,19,16,8
747509,47.62228,-117.1188,0,-1,623,0,0,0,0,121,0,0,0
747510,47.59631,-117.1185,35,342,756,13,6,10,35,162,48,41,19
747511,47.60716002,-117.1184,0,60,699,9,0,0,0,122,29,24,11
747512,47.6114,-117.117,0,261,670,13,0,0,0,122,34,41,13
747513,47.5678,-117.1144,65,43,1113,16,16,10,65,165,0,0,0
747514,47.60717,-117.11311,0,277,683,7,0,0,0,91,57,49,23
747515,47.57834,-117.11308,35,261,1010,10,6,10,35,162,0,0,0
747516,47.57115,-117.1079,55,262,1067,20,11,3,55,162,0,0,0
747517,47.60353,-117.10252,65,277,793,9,16,3,65,162,10,8,4
747518,47.6297,-117.1025,0,204,765,5,0,0,0,102,0,0,0
747519,47.60715,-117.1025,75,7,733,18,22,3,75,165,0,0,0
747520,47.60715,-117.1025,75,7,733,18,22,3,75,165,0,0,0
747521,47.6045,-117.1024,45,266,795,10,8,3,45,188,10,8,4
747522,47.53846,-117.0969,15,-1,904,1,5,14,15,122,0,0,0
747523,47.5542,-117.096,25,231,1091,14,6,9,25,162,14,16,5
747524,47.6066,-117.0958,45,290,770,7,8,3,45,188,74,41,28
747525,47.5625,-117.0948,55,258,1201,21,11,3,55,162,0,0,0
747526,47.61859,-117.09197,55,292,789,13,11,3,55,162,54,32,20
747527,47.57454,-117.09191,65,332,1345,27,16,14,65,165,0,0,0
747528,47.6155,-117.0867,55,266,832,11,11,13,55,188,0,0,0
747529,47.62944,-117.0866,65,313,841,18,16,3,65,162,0,0,0
747530,47.57086,-117.08658,35,277,1494,19,6,5,35,142,0,0,0
747531,47.6101,-117.0831,45,233,827,8,8,3,45,188,0,0,0
747532,47.61856,-117.08128,0,206,928,15,0,0,0,99,15,8,6
747533,47.61092,-117.1347,25,49,645,10,4,9,25,142,102,65,39
747534,47.55873,-117.1057,65,180,1018,12,16,10,65,165,0,0,0
747535,47.61908,-117.1383,35,349,707,13,6,10,35,162,57,49,23
747536,47.60695,-117.1363,0,80,662,10,0,0,0,121,76,65,31
747537,47.54689,-117.0857,25,244,1190,12,4,9,25,142,0,0,0
747538,47.60645,-117.1119,0,259,692,7,0,0,0,91,57,49,23
747539,47.57802,-117.07595,35,109,1453,17,6,5,35,142,0,0,0
747540,47.61855,-117.07594,45,22,903,15,8,3,45,188,0,0,0
747541,47.54178,-117.06495,55,108,912,17,11,3,55,188,19,16,3
747542,47.5745,-117.0582,35,164,1057,18,6,12,35,142,0,0,0
747543,47.61855,-117.0546,45,78,709,16,8,5,45,188,0,0,0
747544,47.62569,-117.05453,65,305,683,15,16,3,65,162,0,0,0
747545,47.538,-117.0448,25,250,888,8,4,100,25,186,0,0,0
747546,47.62577,-117.0439,45,240,874,11,8,3,45,188,19,16,6
747556,47.59729,-117.0655,45,285,1141,24,8,3,45,188,0,0,0
747557,47.60738,-117.0587,45,85,920,15,8,14,45,142,0,0,0
747558,47.62579,-117.0748,65,317,845,21,16,6,65,165,0,0,0
747559,47.53898,-117.0504,25,234,833,8,4,23,25,162,0,0,0
747560,47.53817998,-117.3604,0,175,645,9,0,0,0,93,7,8,3
747561,47.5486,-117.3515,35,132,646,6,1,100,35,161,27,24,14
747562,47.54882,-117.3172,0,177,704,13,0,0,0,93,0,0,0
747563,47.54903,-117.33899,0,223,640,5,0,0,0,102,64,49,21
747564,47.54907,-117.36062,0,242,664,6,0,0,0,122,36,32,19
747565,47.55613,-117.31722,0,162,753,9,0,0,0,102,109,81,38
747566,47.55621,-117.32811,0,188,800,14,0,0,0,102,0,0,0
747567,47.5564,-117.322098,0,136,777,8,0,0,0,122,87,65,31
747568,47.55898804,-117.3569079,0,59,701,8,0,0,0,91,62,41,25
747569,47.562,-117.3152,0,190,828,10,0,0,0,122,101,73,34
747570,47.56341,-117.31175,0,167,870,14,0,0,0,122,33,24,11
747571,47.56709,-117.31719,25,295,920,19,4,13,25,142,37,32,14
747572,47.56746,-117.35541,0,-1,724,2,0,0,0,93,64,49,23
747573,47.57072,-117.31716,0,247,862,12,0,0,0,122,37,32,14
747574,47.57098,-117.33892,0,194,769,3,0,0,0,102,43,32,14
747575,47.57098,-117.33892,0,194,769,3,0,0,0,102,43,32,14
747576,47.57454,-117.33343,0,252,798,7,0,0,0,122,102,89,40
747577,47.57478,-117.3608,35,5,678,8,6,24,35,162,0,0,0
747578,47.5757554,-117.3573217,15,341,665,12,5,22,15,122,0,0,0
747579,47.57602,-117.3536,45,325,673,5,1,100,45,161,30,32,13
747580,47.57802,-117.32253,75,5,886,19,22,3,75,162,56,49,22
747581,47.57842998,-117.3552,35,296,677,5,9,3,35,162,24,16,9
747582,47.57883,-117.3282,0,273,849,15,0,0,0,102,30,24,12
747583,47.57594,-117.3527,45,331,676,7,8,5,45,188,37,41,16
747584,47.56989,-117.2899,0,125,884,15,0,0,0,122,27,32,9
747585,47.6094,-117.2859,25,99,741,11,4,13,25,142,25,16,10
747586,47.61524,-117.28015,0,131,667,14,0,0,0,122,8,8,3
747587,47.61888,-117.28013,45,146,690,11,8,3,45,188,0,0,0
747588,47.62316,-117.2811,0,113,741,7,0,0,0,122,0,0,0
747589,47.6308,-117.2996,45,315,723,5,8,3,45,188,75,24,14
747590,47.6378,-117.2996,35,328,647,11,6,10,35,162,80,41,16
747591,47.6381,-117.2812,45,83,669,9,8,3,45,188,34,32,13
747592,47.64417,-117.29629,0,226,695,11,0,0,0,91,539,219,168
747593,47.64423,-117.28559,45,34,674,10,8,3,45,188,0,0,0
747594,47.64426,-117.28023,35,98,642,18,6,10,35,162,272,122,132
747595,47.64426,-117.28023,35,98,642,18,6,10,35,162,272,122,132
747596,47.6474,-117.3021,0,302,616,5,0,0,0,91,1116,487,457
747597,47.64783,-117.29627,45,210,684,10,8,3,45,188,0,0,0
747598,47.64784,-117.29093,0,40,685,13,0,0,0,122,0,0,0
747599,47.64788,-117.2856,45,172,651,4,8,12,45,188,0,0,0
747600,47.6479,-117.2808,55,78,613,12,11,3,55,188,349,276,158
747601,47.64278,-117.2894,0,238,715,7,0,0,0,122,0,0,0
747602,47.61885,-117.2694,0,-1,637,1,0,0,0,91,695,308,212
747603,47.61979,-117.269,0,-1,636,2,0,0,0,91,900,341,286
747604,47.65343815,-117.2683671,0,-1,613,0,0,0,0,91,2353,511,1075
747605,47.58163,-117.26802,75,342,999,27,22,3,75,165,0,0,0
747606,47.63024,-117.2577,45,-1,620,0,6,20,45,183,2042,665,633
747607,47.59981,-117.25739,0,17,674,4,0,0,0,122,529,130,103
747608,47.60704,-117.25192,0,162,627,6,0,0,0,91,929,268,231
747609,47.5998,-117.2519,35,119,634,6,1,100,35,161,84,41,19
747610,47.58531,-117.25177,55,77,712,20,11,3,55,188,0,0,0
747611,47.58168,-117.25171,65,14,735,26,16,3,65,162,0,0,0
747612,47.6289,-117.2517,0,-1,620,0,0,0,0,91,1965,738,715
747613,47.5992,-117.2513,55,-1,631,2,1,100,55,161,30,24,8
747614,47.6037,-117.2491,0,106,633,11,0,0,0,91,818,227,195
747615,47.5998,-117.24647,45,290,638,19,8,12,45,188,131,81,44
747616,47.59617,-117.24646,0,38,637,7,0,0,0,91,291,138,73
747617,47.58893,-117.2464,0,205,735,14,0,0,0,122,53,32,18
747618,47.58167998,-117.2463,45,249,714,33,8,3,45,188,0,0,0
747619,47.59256,-117.241,45,24,745,16,8,12,45,188,39,24,13
747620,47.5853,-117.24095,45,325,773,14,8,12,45,188,0,0,0
747621,47.62683,-117.2387,0,-1,620,0,0,0,0,91,690,211,220
747622,47.62607,-117.2371,0,-1,620,0,0,0,0,91,228,81,61
747623,47.585,-117.2368,0,139,847,5,0,0,0,122,0,0,0
747624,47.59256,-117.23562,0,180,760,16,0,0,0,122,0,0,0
747625,47.5766,-117.2315,25,-1,759,1,4,23,25,162,40,24,13
747626,47.60341,-117.23034,0,230,699,8,0,0,0,91,307,146,127
747627,47.5998,-117.23033,0,307,703,7,0,0,0,91,404,195,168
747628,47.58892,-117.23029,35,163,793,10,6,10,35,162,0,0,0
747629,47.57804,-117.23025,45,37,755,8,8,12,45,188,13,8,4
747630,47.66296,-117.2644,0,-1,608,0,0,0,0,91,1543,949,629
747631,47.64089,-117.2719,0,-1,608,2,0,0,0,91,1383,479,556
747632,47.57074,-117.27356,0,182,869,11,0,0,0,122,0,0,0
747633,47.5907,-117.2251,55,98,743,12,11,3,55,188,0,0,0
747634,47.59617,-117.22502,0,116,735,12,0,0,0,122,39,24,13
747635,47.58528,-117.22494,45,-1,743,2,8,12,45,188,65,32,19
747636,47.58623,-117.2242,55,289,745,4,17,3,55,162,51,16,11
747637,47.59798,-117.2223,45,62,684,10,8,12,45,188,41,24,14
747638,47.62605,-117.22091,0,290,622,4,0,0,0,101,1108,308,755
747639,47.61187,-117.2204,0,-1,622,1,0,0,0,91,341,154,112
747640,47.58837,-117.2191,45,262,800,14,8,25,45,188,33,16,12
747641,47.60701,-117.2143,45,293,679,12,8,3,45,188,135,73,42
747642,47.57802,-117.21425,0,225,843,7,0,0,0,122,9,8,4
747643,47.61503687,-117.2128804,0,317,678,15,0,0,0,122,90,41,33
747644,47.59978,-117.20898,25,277,740,10,4,12,25,183,0,0,0
747645,47.5891,-117.2082,0,133,914,14,0,0,0,122,96,49,29
747646,47.6668,-117.2072,0,-1,629,0,0,0,0,91,2128,819,748
747647,47.58327,-117.2064,35,102,834,11,6,9,35,142,9,8,4
747648,47.59614,-117.20365,45,46,832,24,8,5,45,188,0,0,0
747649,47.58525,-117.2036,0,231,877,9,0,0,0,122,65,57,26
747650,47.66951,-117.2019,45,11,609,9,6,20,45,183,559,105,160
747651,47.62603,-117.19934,0,-1,628,0,0,0,0,91,697,365,187
747652,47.63331,-117.19931,0,-1,621,1,0,0,0,91,1258,527,468
747653,47.5768,-117.197,0,126,857,4,0,0,0,122,65,57,26
747654,47.6314,-117.1936,0,-1,628,0,0,0,0,91,840,292,255
747655,47.6156,-117.1935,45,314,632,4,1,100,45,161,132,73,34
747656,47.58157,-117.1929,0,141,884,10,0,0,0,102,56,41,14
747657,47.61538,-117.204,55,355,650,7,11,3,55,162,390,178,124
747658,47.61374,-117.2118,0,168,685,8,0,0,0,122,91,41,34
747659,47.58165,-117.2025,0,172,835,7,0,0,0,91,55,49,22
747660,47.5841,-117.3348,35,208,743,9,6,24,35,162,30,24,13
747661,47.5845,-117.3278,0,282,787,5,0,0,0,122,19,41,16
747662,47.58512,-117.3399,0,202,733,18,0,0,0,91,36,24,11
747663,47.58538,-117.3279,0,235,786,5,0,0,0,102,27,57,22
747664,47.58557,-117.33874,0,246,755,7,0,0,0,93,0,0,0
747665,47.58602,-117.3089,0,296,907,16,0,0,0,91,91,32,21
747666,47.58911998,-117.3333,0,249,792,6,0,0,0,102,36,24,13
747667,47.58921,-117.3387,15,180,775,3,5,22,15,122,96,65,25
747668,47.59052,-117.3045,45,223,1011,8,8,12,45,188,0,0,0
747669,47.59248,-117.30624,0,270,1007,9,0,0,0,122,24,16,8
747670,47.59248,-117.30624,0,270,1007,9,0,0,0,122,24,16,8
747671,47.59256,-117.31709,0,204,897,11,0,0,0,122,0,0,0
747672,47.59623,-117.32248,0,189,896,10,0,0,0,122,89,65,34
747673,47.59648,-117.33867,0,246,833,14,0,0,0,91,36,24,13
747674,47.59991,-117.32783,0,83,949,5,0,0,0,99,0,0,0
747675,47.59991,-117.32783,0,83,949,5,0,0,0,99,0,0,0
747676,47.60001,-117.33322,0,231,926,8,0,0,0,99,30,24,13
747677,47.60027,-117.35488,0,-1,736,2,0,0,0,91,2426,633,1209
747678,47.60027,-117.35488,0,-1,736,2,0,0,0,91,2426,633,1209
747679,47.60091,-117.3412,0,290,805,8,0,0,0,91,605,243,212
747680,47.60353,-117.32778,65,2,857,19,16,3,65,162,109,89,46
747681,47.60372,-117.33856,0,299,812,7,0,0,0,91,1502,576,577
747682,47.6039,-117.3602,0,-1,728,1,0,0,0,91,3258,470,1532
747683,47.60423,-117.3574,0,-1,731,1,0,0,0,91,358,146,138
747684,47.60624,-117.3602,0,-1,726,1,0,0,0,91,2801,292,1305
747685,47.60715,-117.3277,55,8,801,10,11,3,55,188,50,41,21
747686,47.60715,-117.32772,55,8,801,10,11,3,55,188,50,41,21
747687,47.60734,-117.3385,55,347,792,18,11,8,55,188,682,300,287
747688,47.6113,-117.3281,35,337,734,6,6,24,35,162,87,57,27
747689,47.59095,-117.3223,0,183,855,8,0,0,0,122,60,41,21
747690,47.63328,-117.18852,0,246,654,4,0,0,0,122,1106,389,376
747691,47.5891,-117.1867,0,327,753,10,0,0,0,122,53,32,20
747692,47.62237,-117.18315,0,226,691,4,0,0,0,91,60,49,19
747693,47.62598,-117.18313,0,313,682,3,0,0,0,122,90,73,29
747694,47.6442,-117.18314,0,-1,620,2,0,0,0,121,888,316,333
747695,47.66607,-117.18314,0,-1,618,1,0,0,0,91,164,73,82
747696,47.60699,-117.18211,0,-1,723,1,0,0,0,122,88,73,30
747697,47.58516,-117.17685,45,19,775,6,8,13,45,188,0,0,0
747698,47.62439168,-117.176278,0,-1,692,2,0,0,0,91,173,138,56
747699,47.6204,-117.1729,0,70,692,3,0,0,0,122,65,49,22
747700,47.65146,-117.17236,0,-1,619,1,0,0,0,101,1193,552,594
747701,47.64417,-117.1723,0,306,697,4,0,0,0,91,0,0,0
747702,47.65034041,-117.170342,0,31,626,8,0,0,0,122,890,268,410
747703,47.62236,-117.16703,0,93,649,4,0,0,0,102,43,32,15
747704,47.58879,-117.16678,55,305,818,17,11,3,55,162,0,0,0
747705,47.64051,-117.1616,0,65,681,5,0,0,0,91,641,227,324
747706,47.5924,-117.16139,0,334,795,12,0,0,0,102,41,32,15
747707,47.60698,-117.1613,0,-1,702,1,0,0,0,93,0,0,0
747708,47.61517,-117.151,35,45,707,3,6,10,35,162,0,0,0
747709,47.667,-117.189,0,-1,617,2,0,0,0,91,225,49,130
747710,47.6376,-117.1642,0,133,704,3,0,0,0,91,1924,519,521
747711,47.6688,-117.1833,0,-1,610,2,0,0,0,91,1579,203,1213
747712,47.6167,-117.1605,45,97,668,13,8,12,45,188,86,49,21
747713,47.6346,-117.1788,0,331,723,3,0,0,0,91,945,300,274
747714,47.632,-117.1607,0,80,671,6,0,0,0,91,115,89,41
747715,47.5871,-117.1847,0,60,766,7,0,0,0,91,137,73,38
747716,47.5882,-117.1628,0,46,840,15,0,0,0,102,0,0,0
747717,47.6194,-117.1465,35,252,694,6,6,10,35,162,0,0,0
747718,47.5845,-117.1617,55,54,938,13,11,3,55,162,41,32,15
747719,47.62603,-117.1876,0,-1,681,2,0,0,0,122,34,16,9
747720,47.61073,-117.1707,55,84,683,6,11,3,55,188,32,24,11
747721,47.62129,-117.1729,0,74,692,3,0,0,0,91,54,41,18
747722,47.5869,-117.1842,0,11,765,6,0,0,0,91,143,73,37
747723,47.5934,-117.1771,0,56,720,5,0,0,0,91,29,24,10
747724,47.60278,-117.1789,0,-1,705,2,0,0,0,122,39,32,14
747725,47.58347616,-117.178414,25,44,805,9,4,64,25,186,10,8,4
750129,48.04411,-117.1946,0,-1,707,2,0,0,0,181,26,24,12
750131,48.026,-117.1838,0,281,732,7,0,0,0,183,0,0,0
750133,48.00045,-117.17926,75,344,754,5,22,3,75,165,6,8,4
750134,48.00768,-117.17913,65,309,779,6,16,3,65,162,42,49,23
750140,48.0437,-117.15844,25,279,916,5,6,9,25,162,0,0,0
750142,47.98946,-117.14792,65,151,819,5,16,3,65,162,0,0,0
750144,47.99683,-117.13708,35,189,922,8,6,5,35,142,0,0,0
750146,48.02541,-117.12118,35,171,1097,22,6,12,35,142,0,0,0
750149,48.02790801,-117.0980092,55,311,1110,13,11,12,55,142,0,0,0
750150,48.01099,-117.09456,0,203,859,12,0,0,0,102,0,0,0
750154,48.01094,-117.16934,65,166,794,4,16,18,65,165,0,0,0
750155,48.0368,-117.18929,0,-1,702,0,0,0,0,183,0,0,0
750156,48.04405,-117.18922,0,-1,715,2,0,0,0,183,35,32,15
750158,48.0437,-117.16383,35,322,812,6,6,20,35,142,0,0,0
750162,48.00734,-117.16404,45,169,823,10,8,3,45,186,0,0,0
750163,47.9968,-117.13173,45,184,878,12,8,18,45,142,0,0,0
750165,48.0311,-117.1774,0,306,796,14,0,0,0,161,0,0,0
750166,47.9973,-117.1661,45,-1,831,2,8,5,45,188,12,16,8
750169,48.0259,-117.1698,0,293,914,8,0,0,0,101,0,0,0
750170,48.0238,-117.1745,0,229,869,16,0,0,0,101,0,0,0
750171,48.0436,-117.0969,25,78,1023,11,6,9,25,162,0,0,0
750176,47.74197,-117.13595,45,108,785,5,8,12,45,188,0,0,0
750177,47.74905,-117.12,25,45,766,6,6,9,25,162,53,32,18
750178,47.75263998,-117.1202,35,93,794,17,6,5,35,142,0,0,0
750179,47.7534,-117.1227,45,139,834,24,8,12,45,188,0,0,0
750180,47.75608,-117.1366,65,238,965,27,16,3,65,162,0,0,0
750181,47.7563,-117.1736,45,207,841,10,6,20,45,183,34,32,16
750182,47.7639,-117.1777,0,225,831,11,0,0,0,122,17,16,8
750183,47.76652,-117.1059,45,25,652,5,6,20,45,183,88,93,73
750184,47.7667,-117.1105,55,327,697,17,11,3,55,162,145,137,120
750185,47.7679,-117.1653,25,237,924,8,6,5,25,142,17,16,8
750186,47.7681,-117.1723,0,239,869,5,0,0,0,91,42,32,15
750187,47.7689,-117.1372,45,281,790,17,6,68,45,142,42,41,20
750188,47.77131,-117.167,25,232,914,16,6,9,25,162,8,8,4
750189,47.7781,-117.1784,0,194,786,14,0,0,0,91,63,41,19
750190,47.7932,-117.1575,35,189,817,13,6,24,35,162,0,0,0
750191,47.797,-117.1292,0,229,718,15,0,0,0,91,0,0,0
750192,47.80622,-117.119,0,-1,653,1,0,0,0,103,0,0,0
750193,47.8121,-117.105,0,-1,656,0,0,0,0,103,0,0,0
750194,47.7784,-117.1188,45,58,651,12,8,3,45,188,30,28,24
750195,47.74994,-117.1426,55,265,844,18,11,13,55,188,0,0,0
750196,47.79408,-117.1758,0,-1,740,2,0,0,0,91,82,89,42
750197,47.76432,-117.1041,0,83,698,3,0,0,0,91,51,41,29
750198,47.76516,-117.1227,65,292,876,18,16,3,65,162,0,0,0
750199,47.75729,-117.128,25,84,903,10,4,9,25,142,0,0,0
750200,47.79517,-117.1775,0,266,754,7,0,0,0,91,73,81,33
750201,47.75915,-117.1678,15,226,959,8,3,94,15,188,0,0,0
750202,47.7999,-117.1199,75,344,703,7,22,3,75,162,0,0,0
750375,48.00023,-117.07861,35,272,790,9,6,37,35,183,0,0,0
750376,48.02545,-117.0784,25,16,1027,21,6,9,25,142,0,0,0
750404,48.0409,-117.045,65,14,758,5,16,3,65,162,0,0,0
750405,48.0114,-117.0861,0,246,818,15,0,0,0,102,0,0,0
750408,47.98218,-117.06743,45,85,761,11,8,10,45,142,0,0,0
750411,48.0331,-117.0526,0,9,788,4,0,0,0,102,0,0,0
750413,48.005795,-117.064952,45,89,801,14,8,27,45,183,0,0,0
750417,48.02013,-117.085,0,173,1024,12,0,0,0,143,0,0,0
750418,48.03789,-117.0587,45,118,812,5,8,5,45,188,0,0,0
750425,47.93148223,-117.070205,0,157,1176,6,0,0,0,181,0,0,0
750445,47.96387,-117.0843,25,274,903,6,4,12,25,183,0,0,0
750446,47.882,-117.0711,45,166,1355,12,8,14,45,142,0,0,0
750447,47.7923,-117.0638,25,128,728,14,4,42,25,186,0,0,0
750448,47.8813,-117.0559,75,304,1173,7,22,12,75,165,0,0,0
750449,47.87978,-117.05405,85,16,1204,16,30,10,85,165,0,0,0
750450,47.8687,-117.053,55,79,1476,17,11,3,55,162,0,0,0
750451,47.8834,-117.0521,0,85,1154,17,0,0,0,122,0,0,0
750452,47.866322,-117.04413,45,47,1203,24,8,14,45,142,0,0,0
750453,47.783972,-117.042378,45,251,750,8,8,12,45,188,32,24,12
750467,47.7969,-117.0596,15,298,783,7,3,28,15,142,0,0,0
750468,47.7974,-117.0585,0,-1,784,1,0,0,0,91,0,0,0
750469,47.8793,-117.069,85,229,1322,11,30,11,85,165,0,0,0
